Date,"Total membership","Full Members",Guests,"Daily active members","Daily members posting messages","Weekly active members","Weekly members posting messages","Messages in public channels","Messages in private channels","Messages in shared channels","Messages in DMs","Percent of messages, public channels","Percent of messages, private channels","Percent of messages, DMs","Percent of views, public channels","Percent of views, private channels","Percent of views, DMs","Files uploaded","Messages posted by members",Name,"Public channels, single-workspace","Messages posted","Messages posted by apps"
2018-02-09,315,283,32,76,32,108,65,94,30,0,800,0.1017,0.0325,0.8658,0.3358,0.0441,0.6202,14,924,0,141,1186,217
2018-02-10,315,283,32,40,12,108,66,6,3,0,442,0.0133,0.0067,0.98,0.1407,0.0119,0.8474,2,451,0,141,526,66
2018-02-11,315,283,32,39,12,110,67,16,4,0,507,0.0304,0.0076,0.962,0.1432,0.0128,0.844,44,527,0,141,592,19
2018-02-12,319,287,32,77,37,114,67,84,30,0,549,0.1267,0.0452,0.8281,0.3852,0.0806,0.5342,22,663,0,142,919,183
2018-02-13,321,289,32,72,39,117,71,49,15,0,354,0.1172,0.0359,0.8469,0.383,0.0777,0.5393,19,418,0,142,605,125
2018-02-14,321,289,32,71,39,118,71,74,47,0,1204,0.0558,0.0355,0.9087,0.22,0.0579,0.7222,21,1325,0,143,1438,45
2018-02-15,324,292,32,70,35,122,73,79,42,0,620,0.1066,0.0567,0.8367,0.3138,0.0818,0.6043,15,741,0,143,884,59
2018-02-16,324,292,32,77,39,121,75,54,37,0,427,0.1042,0.0714,0.8243,0.4082,0.0922,0.4997,21,518,0,143,711,142
2018-02-17,324,292,32,41,15,120,75,11,6,0,240,0.0428,0.0233,0.9339,0.211,0.0355,0.7535,6,257,0,143,361,90
2018-02-18,324,292,32,36,9,119,75,34,7,0,717,0.0449,0.0092,0.9459,0.1224,0.0093,0.8683,9,758,0,143,786,0
2018-02-19,324,292,32,44,19,114,76,30,37,0,726,0.0378,0.0467,0.9155,0.1266,0.0574,0.8161,9,793,0,143,837,16
2018-02-20,325,293,32,67,43,110,73,77,7,0,505,0.1307,0.0119,0.8574,0.3452,0.0566,0.5982,11,589,0,143,648,10
2018-02-21,325,293,32,69,44,111,74,68,47,0,1539,0.0411,0.0284,0.9305,0.1589,0.0377,0.8034,13,1654,0,143,1863,152
2018-02-22,325,293,32,70,46,110,76,136,89,0,527,0.1809,0.1184,0.7008,0.3912,0.1318,0.477,11,752,0,143,871,72
2018-02-23,325,293,32,71,44,108,77,113,45,0,1454,0.0701,0.0279,0.902,0.207,0.0466,0.7464,31,1612,0,143,1977,288
2018-02-24,325,293,32,41,10,109,79,21,2,0,41,0.3281,0.0313,0.6406,0.6089,0.0311,0.36,7,64,0,143,387,311
2018-02-25,325,293,32,30,20,109,80,14,7,0,121,0.0986,0.0493,0.8521,0.2164,0.0343,0.7493,1,142,0,143,146,0
2018-02-26,326,294,32,68,38,111,80,72,86,0,961,0.0643,0.0769,0.8588,0.2496,0.0919,0.6585,21,1119,0,144,1196,7
2018-02-27,326,294,32,63,35,108,75,43,68,0,782,0.0482,0.0761,0.8757,0.1993,0.0999,0.7009,21,893,0,144,960,3
2018-02-28,326,294,32,64,44,108,75,88,72,0,1860,0.0436,0.0356,0.9208,0.1222,0.0448,0.833,15,2020,0,144,2110,43
2018-03-01,327,295,32,64,38,105,70,140,55,0,770,0.1451,0.057,0.7979,0.3244,0.0736,0.602,31,965,0,144,1175,119
2018-03-02,327,295,32,74,40,105,70,78,163,0,906,0.068,0.1421,0.7899,0.2572,0.161,0.5818,20,1147,0,144,1420,123
2018-03-03,328,296,32,42,12,104,70,15,2,0,194,0.0711,0.0095,0.9194,0.3532,0.0149,0.6318,2,211,0,144,221,0
2018-03-04,328,296,32,29,15,105,72,13,35,0,200,0.0524,0.1411,0.8065,0.1979,0.1851,0.617,5,248,0,144,261,0
2018-03-05,329,297,32,60,38,105,73,38,13,0,1045,0.0347,0.0119,0.9535,0.1801,0.0407,0.7792,14,1096,0,145,1160,8
2018-03-06,329,297,32,65,38,107,75,53,21,0,906,0.0541,0.0214,0.9245,0.1889,0.0573,0.7538,13,980,0,145,1052,12
2018-03-07,330,298,32,75,49,108,75,68,23,0,1696,0.0381,0.0129,0.9491,0.1432,0.026,0.8308,16,1787,0,145,1902,38
2018-03-08,330,298,32,70,41,109,74,49,72,0,896,0.0482,0.0708,0.881,0.225,0.1112,0.6638,12,1017,0,145,1071,4
2018-03-09,331,299,32,64,35,107,74,52,4,0,410,0.1116,0.0086,0.8798,0.3969,0.0399,0.5633,12,466,0,146,540,40
2018-03-10,331,299,32,27,6,104,74,12,0,0,630,0.0187,0,0.9813,0.0993,0.0039,0.8967,5,642,0,148,651,0
2018-03-11,331,299,32,20,10,105,72,5,8,0,517,0.0094,0.0151,0.9755,0.0646,0.0399,0.8955,5,530,0,148,536,0
2018-03-12,331,299,32,53,30,105,71,56,38,0,824,0.061,0.0414,0.8976,0.2011,0.0728,0.7261,12,918,0,148,967,0
2018-03-13,331,299,32,30,12,100,68,23,1,0,1248,0.0181,0.0008,0.9811,0.0559,0.0035,0.9407,6,1272,0,149,1292,0
2018-03-14,331,299,32,47,29,94,58,47,52,0,1960,0.0228,0.0253,0.9519,0.0691,0.0459,0.885,11,2059,0,150,2096,0
2018-03-15,331,299,32,45,30,87,48,64,23,0,1326,0.0453,0.0163,0.9384,0.1099,0.036,0.8541,11,1413,0,151,1465,0
2018-03-16,332,300,32,49,28,81,45,21,38,0,587,0.0325,0.0588,0.9087,0.1566,0.0833,0.7601,13,646,0,151,696,1
2018-03-17,332,300,32,30,12,80,47,38,4,0,112,0.2468,0.026,0.7273,0.3271,0.0558,0.6171,6,154,0,151,167,0
2018-03-18,332,300,32,28,15,78,49,23,2,0,350,0.0613,0.0053,0.9333,0.1297,0.0146,0.8558,5,375,0,151,387,0
2018-03-19,332,300,32,66,39,82,54,69,36,0,1050,0.0597,0.0312,0.9091,0.2261,0.0491,0.7248,5,1155,0,151,1199,0
2018-03-20,332,300,32,64,41,90,65,71,22,0,593,0.1035,0.0321,0.8644,0.2956,0.0683,0.6362,7,686,0,151,746,0
2018-03-21,332,300,32,70,46,94,71,82,16,0,850,0.0865,0.0169,0.8966,0.2763,0.0296,0.6941,29,948,0,151,1036,1
2018-03-22,332,300,32,62,43,98,71,23,14,0,1392,0.0161,0.0098,0.9741,0.1204,0.0257,0.854,26,1429,0,151,1521,8
2018-03-23,333,301,32,69,40,101,76,74,32,0,731,0.0884,0.0382,0.8734,0.3169,0.0477,0.6354,22,837,0,151,891,5
2018-03-24,334,302,32,36,17,103,77,20,6,0,312,0.0592,0.0178,0.9231,0.2431,0.046,0.7109,12,338,0,151,363,0
2018-03-25,334,302,32,37,13,103,78,20,7,0,1194,0.0164,0.0057,0.9779,0.0846,0.0055,0.9099,6,1221,0,151,1272,35
2018-03-26,335,303,32,76,32,112,79,40,7,0,927,0.0411,0.0072,0.9517,0.2713,0.0293,0.6994,18,974,0,151,1119,77
2018-03-27,335,303,32,69,42,111,76,60,63,0,731,0.0703,0.0738,0.856,0.2491,0.1116,0.6393,14,854,0,151,916,0
2018-03-28,336,304,32,66,45,109,72,58,64,0,1641,0.0329,0.0363,0.9308,0.1436,0.0606,0.7957,24,1763,0,151,1836,3
2018-03-29,336,304,32,61,40,110,75,37,46,0,1294,0.0269,0.0334,0.9397,0.1769,0.0553,0.7678,22,1377,0,151,1459,1
2018-03-30,337,305,32,65,37,109,78,85,31,0,1990,0.0404,0.0147,0.9449,0.153,0.0208,0.8262,63,2106,0,151,2208,4
2018-03-31,337,305,32,28,11,110,76,40,4,0,503,0.0731,0.0073,0.9196,0.1545,0.0056,0.8399,6,547,0,151,560,2
2018-04-01,337,305,32,28,11,110,76,9,0,0,873,0.0102,0,0.9898,0.0663,0.0036,0.9301,9,882,0,151,895,0
2018-04-02,337,305,32,72,51,105,78,77,113,0,1568,0.0438,0.0643,0.8919,0.1921,0.0743,0.7336,27,1758,0,151,1831,1
2018-04-03,337,305,32,72,49,103,79,129,18,0,805,0.1355,0.0189,0.8456,0.3544,0.0415,0.6041,22,952,0,151,1037,0
2018-04-04,337,305,32,69,44,100,76,60,37,0,1762,0.0323,0.0199,0.9478,0.1276,0.0345,0.8378,28,1859,0,151,1959,3
2018-04-05,337,305,32,71,50,104,77,82,45,0,1242,0.0599,0.0329,0.9072,0.2229,0.062,0.7151,55,1369,0,151,1471,0
2018-04-06,337,305,32,83,38,115,79,72,18,0,483,0.1257,0.0314,0.8429,0.4089,0.0483,0.5428,55,573,0,151,698,2
2018-04-07,337,305,32,40,17,114,79,13,2,0,586,0.0216,0.0033,0.975,0.1165,0.0136,0.8699,4,601,0,151,964,333
2018-04-08,337,305,32,34,13,113,79,41,9,0,1650,0.0241,0.0053,0.9706,0.0838,0.0066,0.9096,26,1700,0,151,2156,409
2018-04-09,339,307,32,75,41,113,78,59,117,0,563,0.0798,0.1583,0.7618,0.2995,0.1693,0.5311,34,739,0,151,858,40
2018-04-10,341,307,34,80,48,115,77,101,38,0,835,0.1037,0.039,0.8573,0.2929,0.0765,0.6307,12,974,0,152,1074,6
2018-04-11,343,307,36,68,42,114,73,57,30,0,476,0.1012,0.0533,0.8455,0.4103,0.1004,0.4893,34,563,0,152,670,3
2018-04-12,343,307,36,79,38,113,73,44,24,0,956,0.043,0.0234,0.9336,0.1979,0.0652,0.7369,18,1024,0,152,1079,4
2018-04-13,344,308,36,64,35,110,73,36,35,0,929,0.036,0.035,0.929,0.202,0.0628,0.7353,20,1000,0,152,1060,6
2018-04-14,345,308,37,28,7,112,73,2,1,0,276,0.0072,0.0036,0.9892,0.1165,0.0127,0.8709,5,279,0,152,297,0
2018-04-15,345,308,37,23,11,113,73,5,5,0,1331,0.0037,0.0037,0.9925,0.0185,0.0099,0.9716,2,1341,0,152,1346,0
2018-04-16,345,308,37,62,38,118,73,47,25,0,1923,0.0236,0.0125,0.9639,0.1131,0.0365,0.8505,16,1995,0,152,2080,2
2018-04-17,345,308,37,69,38,111,73,75,174,0,1100,0.0556,0.129,0.8154,0.1753,0.1757,0.649,8,1349,0,154,1429,8
2018-04-18,345,308,37,78,43,117,74,105,28,0,1089,0.0859,0.0229,0.8912,0.3076,0.0412,0.6513,49,1222,0,154,1384,44
2018-04-19,345,308,37,87,39,119,74,88,44,0,719,0.1034,0.0517,0.8449,0.3562,0.0819,0.5619,25,851,0,155,948,6
2018-04-20,345,308,37,85,39,122,75,90,20,0,593,0.128,0.0284,0.8435,0.4418,0.0509,0.5073,29,703,0,155,773,5
2018-04-21,345,308,37,38,12,120,75,9,0,0,680,0.0131,0,0.9869,0.0918,0,0.9082,2,689,0,155,700,0
2018-04-22,345,308,37,19,7,120,75,4,2,0,964,0.0041,0.0021,0.9938,0.034,0.0072,0.9589,2,970,0,155,974,0
2018-04-23,345,308,37,62,36,120,72,27,44,0,912,0.0275,0.0448,0.9278,0.1672,0.0759,0.7569,6,983,0,155,1061,3
2018-04-24,345,308,37,72,40,116,71,41,53,0,1075,0.0351,0.0453,0.9196,0.2034,0.078,0.7186,33,1169,0,151,1264,1
2018-04-25,345,308,37,72,45,116,74,77,38,0,1024,0.0676,0.0334,0.899,0.2245,0.0814,0.6941,57,1139,0,151,1256,5
2018-04-26,345,308,37,62,44,113,76,80,59,0,1245,0.0578,0.0426,0.8996,0.1759,0.0693,0.7548,12,1384,0,151,1434,7
2018-04-27,345,308,37,58,40,102,74,93,15,0,290,0.2337,0.0377,0.7286,0.4265,0.0566,0.517,5,398,0,151,454,6
2018-04-28,345,308,37,31,6,102,74,9,0,0,5,0.6429,0,0.3571,0.7941,0.0588,0.1471,1,14,0,151,28,0
2018-04-29,345,308,37,30,8,103,74,0,9,0,621,0,0.0143,0.9857,0.0427,0.0156,0.9417,3,630,0,151,659,0
2018-04-30,346,309,37,58,35,102,74,11,15,0,542,0.0194,0.0264,0.9542,0.204,0.0873,0.7086,8,568,0,151,695,44
2018-05-01,346,309,37,58,37,103,73,38,59,0,611,0.0537,0.0833,0.863,0.2404,0.122,0.6376,15,708,0,151,761,1
2018-05-02,346,309,37,57,27,97,68,37,20,0,1018,0.0344,0.0186,0.947,0.1722,0.0349,0.7929,9,1075,0,151,1111,2
2018-05-03,346,309,37,73,46,99,67,27,27,0,389,0.0609,0.0609,0.8781,0.4165,0.0835,0.5,14,443,0,151,494,11
2018-05-04,346,309,37,72,35,102,67,60,45,0,229,0.1796,0.1347,0.6856,0.4728,0.1921,0.3351,14,334,0,151,415,40
2018-05-05,346,309,37,21,4,102,67,5,1,0,6,0.4167,0.0833,0.5,0.7368,0.0526,0.2105,0,12,0,151,17,0
2018-05-06,346,309,37,18,9,100,68,6,2,0,750,0.0079,0.0026,0.9894,0.0404,0.0035,0.9561,6,758,0,151,778,0
2018-05-07,346,309,37,52,32,102,69,65,31,0,556,0.0997,0.0475,0.8528,0.2703,0.0828,0.6469,6,652,0,151,690,1
2018-05-08,346,309,37,58,33,101,68,42,95,0,420,0.0754,0.1706,0.754,0.2443,0.1794,0.5763,29,557,0,152,645,4
2018-05-09,346,309,37,44,30,100,69,22,21,0,856,0.0245,0.0234,0.9522,0.0932,0.0701,0.8367,16,899,0,152,957,3
2018-05-10,365,328,37,70,39,115,69,39,36,0,429,0.0774,0.0714,0.8512,0.4828,0.0767,0.4405,4,504,0,152,571,1
2018-05-11,368,331,37,60,31,107,63,18,25,0,416,0.0392,0.0545,0.9063,0.2904,0.0644,0.6452,9,459,0,152,518,30
2018-05-12,368,331,37,25,6,105,62,5,0,0,4,0.5556,0,0.4444,0.7975,0.0253,0.1772,2,9,0,152,25,0
2018-05-13,368,331,37,10,4,105,64,0,0,0,7,0,0,1,0.4545,0.0455,0.5,0,7,0,152,8,0
2018-05-14,368,331,37,45,25,101,62,21,7,0,441,0.0448,0.0149,0.9403,0.1996,0.0356,0.7648,6,469,0,152,513,2
2018-05-15,368,331,37,48,27,99,63,4,35,0,1166,0.0033,0.029,0.9676,0.0593,0.0336,0.9072,8,1205,0,152,1236,1
2018-05-16,368,331,37,47,31,96,63,66,0,0,1381,0.0456,0,0.9544,0.1058,0.0036,0.8906,3,1447,0,152,1489,20
2018-05-17,369,332,37,42,26,85,55,15,9,0,751,0.0194,0.0116,0.969,0.0884,0.02,0.8916,3,775,0,152,802,2
2018-05-18,369,332,37,43,24,77,50,14,19,0,302,0.0418,0.0567,0.9015,0.2507,0.062,0.6873,8,335,0,153,388,16
2018-05-19,369,332,37,16,5,77,51,8,0,0,181,0.0423,0,0.9577,0.1992,0,0.8008,3,189,0,153,195,0
2018-05-20,369,332,37,22,7,79,50,14,3,0,367,0.0365,0.0078,0.9557,0.0812,0.024,0.8948,0,384,0,153,387,0
2018-05-21,369,332,37,43,26,83,51,19,33,0,446,0.0382,0.0663,0.8956,0.1751,0.0897,0.7351,3,498,0,153,527,2
2018-05-22,372,335,37,41,23,81,52,15,52,0,432,0.0301,0.1042,0.8657,0.1771,0.1354,0.6875,3,499,0,153,532,0
2018-05-23,372,335,37,37,18,80,48,21,24,0,239,0.0739,0.0845,0.8415,0.2367,0.1193,0.644,2,284,0,153,319,0
2018-05-24,372,335,37,21,8,78,43,9,0,0,13,0.4091,0,0.5909,0.7013,0.039,0.2597,1,22,0,153,37,0
2018-05-25,372,335,37,27,13,71,39,27,14,0,85,0.2143,0.1111,0.6746,0.3732,0.1123,0.5145,6,126,0,153,145,0
2018-05-26,372,335,37,13,3,71,40,0,0,0,21,0,0,1,0.3,0,0.7,1,21,0,153,25,0
2018-05-27,372,335,37,17,5,70,40,2,0,0,624,0.0032,0,0.9968,0.0264,0.0041,0.9695,0,626,0,153,628,0
2018-05-28,372,335,37,21,6,59,35,1,2,0,311,0.0032,0.0064,0.9904,0.0581,0.0163,0.9256,2,314,0,153,327,0
2018-05-29,373,336,37,38,19,59,33,2,4,0,433,0.0046,0.0091,0.9863,0.0842,0.0605,0.8553,6,439,0,153,475,4
2018-05-30,374,337,37,44,25,62,36,22,26,0,770,0.0269,0.0318,0.9413,0.1327,0.0566,0.8107,5,818,0,153,868,1
2018-05-31,375,338,37,51,26,70,41,20,28,0,963,0.0198,0.0277,0.9525,0.095,0.0557,0.8494,10,1011,0,153,1048,3
2018-06-01,377,340,37,40,18,73,38,12,3,0,411,0.0282,0.007,0.9648,0.17,0.0229,0.807,0,426,0,153,437,0
2018-06-02,377,340,37,18,3,74,38,1,0,0,5,0.1667,0,0.8333,0.5833,0.0278,0.3889,0,6,0,153,9,0
2018-06-03,378,341,37,25,10,77,42,14,3,0,328,0.0406,0.0087,0.9507,0.0953,0.0142,0.8905,8,345,0,153,357,0
2018-06-04,382,345,37,46,27,84,51,64,58,0,804,0.0691,0.0626,0.8683,0.2375,0.0861,0.6764,8,926,0,154,1072,77
2018-06-05,382,345,37,49,27,84,53,56,40,0,902,0.0561,0.0401,0.9038,0.1945,0.0838,0.7217,11,998,0,154,1096,42
2018-06-06,383,346,37,43,26,85,51,31,34,0,578,0.0482,0.0529,0.8989,0.2427,0.0776,0.6797,16,643,0,154,775,41
2018-06-07,384,347,37,45,33,80,51,48,19,0,519,0.0819,0.0324,0.8857,0.302,0.0441,0.6539,12,586,0,154,681,44
2018-06-08,384,347,37,49,31,81,54,44,49,0,450,0.081,0.0902,0.8287,0.2347,0.1461,0.6192,14,543,0,155,608,0
2018-06-09,385,348,37,18,8,79,53,5,1,0,3,0.5556,0.1111,0.3333,0.6563,0.1094,0.2344,3,9,0,155,18,0
2018-06-10,385,348,37,24,10,76,52,14,1,0,63,0.1795,0.0128,0.8077,0.4533,0.04,0.5067,12,78,0,155,93,0
2018-06-11,393,356,37,75,34,99,58,73,24,0,672,0.0949,0.0312,0.8739,0.3383,0.0653,0.5963,11,769,0,156,857,0
2018-06-12,393,356,37,75,38,99,57,131,77,0,642,0.1541,0.0906,0.7553,0.3909,0.106,0.5031,32,850,0,157,953,0
2018-06-13,394,357,37,54,37,100,60,60,45,0,410,0.1165,0.0874,0.7961,0.3971,0.0931,0.5097,72,515,0,158,804,180
2018-06-14,395,357,38,54,35,105,62,18,24,0,538,0.031,0.0414,0.9276,0.2461,0.0872,0.6667,47,580,0,158,756,87
2018-06-15,395,357,38,50,25,104,59,28,40,0,1107,0.0238,0.034,0.9421,0.145,0.0459,0.8091,24,1175,0,158,1414,176
2018-06-16,395,357,38,24,5,104,59,2,0,0,38,0.05,0,0.95,0.4681,0.0319,0.5,0,40,0,158,50,1
2018-06-17,395,357,38,20,5,104,59,9,1,0,264,0.0328,0.0036,0.9635,0.121,0,0.879,8,274,0,158,288,0
2018-06-18,396,358,38,59,37,101,59,92,48,0,593,0.1255,0.0655,0.809,0.3731,0.1042,0.5227,29,733,0,159,840,6
2018-06-19,396,358,38,65,34,88,60,76,31,0,446,0.1374,0.0561,0.8065,0.4315,0.092,0.4764,16,553,0,160,668,41
2018-06-20,396,358,38,67,43,89,60,103,26,0,582,0.1449,0.0366,0.8186,0.3847,0.0682,0.5472,40,711,0,162,828,14
2018-06-21,396,358,38,58,40,86,60,68,36,0,376,0.1417,0.075,0.7833,0.4349,0.1136,0.4515,21,480,0,162,578,34
2018-06-22,396,358,38,56,37,89,61,63,55,0,277,0.1595,0.1392,0.7013,0.5165,0.1544,0.3291,28,395,0,163,549,63
2018-06-23,396,358,38,28,12,90,61,6,2,0,29,0.1622,0.0541,0.7838,0.663,0.0435,0.2935,5,37,0,163,65,17
2018-06-24,396,358,38,25,12,93,61,80,2,0,30,0.7143,0.0179,0.2679,0.7412,0.0588,0.2,19,112,0,164,183,14
2018-06-25,397,359,38,59,43,98,64,48,55,0,188,0.1649,0.189,0.646,0.5082,0.2111,0.2807,29,291,0,164,476,78
2018-06-26,397,359,38,57,36,96,67,64,20,0,163,0.2591,0.081,0.6599,0.6377,0.1198,0.2425,10,247,0,164,370,77
2018-06-27,397,359,38,56,27,93,67,49,11,0,107,0.2934,0.0659,0.6407,0.6307,0.1097,0.2596,26,167,0,164,333,83
2018-06-28,397,360,37,51,37,95,68,53,24,0,190,0.1985,0.0899,0.7116,0.5907,0.1105,0.2989,35,267,0,165,431,69
2018-06-29,397,360,37,60,34,90,64,50,9,0,175,0.2137,0.0385,0.7479,0.5578,0.1014,0.3407,22,234,0,165,384,66
2018-06-30,397,360,37,17,4,89,63,7,0,0,0,1,0,0,0.7857,0.1,0.1143,0,7,0,165,19,4
2018-07-01,397,360,37,24,5,88,63,3,2,0,3,0.375,0.25,0.375,0.7679,0.0893,0.1429,0,8,0,165,15,1
2018-07-02,397,360,37,58,28,87,58,33,23,0,69,0.264,0.184,0.552,0.626,0.1772,0.1969,10,125,0,165,251,60
2018-07-03,398,361,37,58,28,87,57,37,29,0,83,0.2483,0.1946,0.557,0.6767,0.1316,0.1917,30,149,0,165,315,99
2018-07-04,398,361,37,20,6,83,55,3,8,0,5,0.1875,0.5,0.3125,0.5581,0.2558,0.186,0,16,0,165,28,4
2018-07-05,398,361,37,46,29,88,55,25,20,0,99,0.1736,0.1389,0.6875,0.6301,0.137,0.2329,7,144,0,165,208,23
2018-07-06,398,361,37,51,28,80,56,28,36,0,152,0.1296,0.1667,0.7037,0.471,0.2085,0.3205,4,216,0,165,293,16
2018-07-07,398,361,37,28,8,83,56,7,1,0,11,0.3684,0.0526,0.5789,0.6697,0.0459,0.2844,5,19,0,163,45,11
2018-07-08,398,361,37,23,10,84,56,6,6,0,278,0.0207,0.0207,0.9586,0.1276,0.0483,0.8241,6,290,0,165,306,2
2018-07-09,398,361,37,54,26,82,56,101,12,0,275,0.2603,0.0309,0.7088,0.5748,0.0674,0.3578,8,388,0,165,437,12
2018-07-10,398,361,37,59,35,83,57,23,49,0,130,0.1139,0.2426,0.6436,0.504,0.206,0.29,9,202,0,165,292,52
2018-07-11,398,361,37,50,37,84,58,36,92,0,612,0.0486,0.1243,0.827,0.2756,0.1694,0.555,14,740,0,165,874,75
2018-07-12,398,361,37,61,36,83,58,32,52,0,320,0.0792,0.1287,0.7921,0.4153,0.1312,0.4535,21,404,0,161,555,67
2018-07-13,398,361,37,53,31,82,57,33,36,0,375,0.0743,0.0811,0.8446,0.4191,0.1171,0.4639,21,444,0,160,557,57
2018-07-14,398,361,37,10,4,82,55,0,0,0,6,0,0,1,0.4,0.0333,0.5667,1,6,0,160,10,0
2018-07-15,398,361,37,14,7,81,54,0,1,0,30,0,0.0323,0.9677,0.2553,0.0426,0.7021,6,31,0,160,43,1
2018-07-16,398,361,37,54,33,81,55,17,15,0,242,0.062,0.0547,0.8832,0.3422,0.0963,0.5615,15,274,0,160,336,10
2018-07-17,398,361,37,59,33,83,54,17,50,0,306,0.0456,0.134,0.8204,0.3855,0.2205,0.394,27,373,0,160,478,13
2018-07-18,398,361,37,51,31,86,52,38,51,0,694,0.0485,0.0651,0.8863,0.1887,0.103,0.7083,3,783,0,160,839,7
2018-07-19,398,361,37,52,32,85,52,33,21,0,637,0.0478,0.0304,0.9219,0.2727,0.0754,0.6519,7,691,0,160,770,20
2018-07-20,398,361,37,50,31,84,52,41,36,0,429,0.081,0.0711,0.8478,0.3006,0.1129,0.5865,15,506,0,160,589,16
2018-07-21,398,361,37,28,12,84,54,11,3,0,72,0.1279,0.0349,0.8372,0.4717,0.0755,0.4528,10,86,0,160,126,17
2018-07-22,398,361,37,32,15,86,54,17,3,0,17,0.4595,0.0811,0.4595,0.6525,0.0932,0.2542,2,37,0,160,71,6
2018-07-23,398,361,37,61,38,87,58,63,75,0,493,0.0998,0.1189,0.7813,0.4363,0.1347,0.429,19,631,0,160,719,27
2018-07-24,398,361,37,63,32,87,60,38,28,0,263,0.1155,0.0851,0.7994,0.5345,0.1263,0.3392,8,329,0,160,412,21
2018-07-25,398,361,37,52,32,84,63,23,17,0,832,0.0264,0.0195,0.9541,0.2737,0.0967,0.6297,17,872,0,160,953,28
2018-07-26,398,361,37,50,29,83,61,18,27,0,314,0.0501,0.0752,0.8747,0.3177,0.151,0.5313,18,359,0,160,443,41
2018-07-27,398,361,37,53,37,83,61,14,49,0,412,0.0295,0.1032,0.8674,0.253,0.1716,0.5754,17,475,0,160,528,12
2018-07-28,398,361,37,29,7,84,60,1,6,0,5,0.0833,0.5,0.4167,0.6479,0.1408,0.2113,5,12,0,160,23,4
2018-07-29,398,361,37,12,2,86,58,0,0,0,2,0,0,1,0.6522,0.1304,0.2174,0,2,0,160,9,4
2018-07-30,399,362,37,51,32,86,58,28,37,0,356,0.0665,0.0879,0.8456,0.2756,0.1749,0.5495,17,421,0,159,512,6
2018-07-31,399,362,37,48,29,83,55,34,24,0,275,0.1021,0.0721,0.8258,0.3221,0.1451,0.5327,9,333,0,160,399,20
2018-08-01,400,363,37,51,27,87,53,47,180,0,173,0.1175,0.45,0.4325,0.3511,0.3435,0.3053,6,400,0,161,459,17
2018-08-02,400,363,37,53,34,85,54,31,35,0,263,0.0942,0.1064,0.7994,0.4046,0.1349,0.4605,14,329,0,161,418,26
2018-08-03,400,363,37,51,33,83,52,21,34,0,531,0.0358,0.058,0.9061,0.3333,0.1185,0.5481,8,586,0,161,644,12
2018-08-04,400,363,37,19,9,81,52,5,1,0,5,0.4545,0.0909,0.4545,0.5417,0.25,0.2083,16,11,0,161,48,10
2018-08-05,400,363,37,25,8,82,52,4,4,0,18,0.1538,0.1538,0.6923,0.5625,0.0938,0.3438,3,26,0,161,38,2
2018-08-06,400,363,37,31,15,80,46,5,8,0,370,0.0131,0.0209,0.9661,0.1682,0.0932,0.7386,12,383,0,161,421,3
2018-08-07,400,363,37,38,18,80,47,4,33,0,167,0.0196,0.1618,0.8186,0.3033,0.1995,0.4973,14,204,0,161,273,30
2018-08-08,400,363,37,40,21,82,46,6,8,0,332,0.0173,0.0231,0.9595,0.1949,0.0766,0.7285,7,346,0,161,390,2
2018-08-09,400,363,37,45,26,82,47,15,22,0,437,0.0316,0.0464,0.9219,0.1909,0.1145,0.6945,3,474,0,161,528,17
2018-08-10,400,363,37,36,18,75,41,11,51,0,236,0.0369,0.1711,0.7919,0.2534,0.3208,0.4259,6,298,0,161,330,6
2018-08-11,400,363,37,19,3,73,39,1,0,0,3,0.25,0,0.75,0.5349,0.186,0.2791,0,4,0,161,9,0
2018-08-12,400,363,37,12,2,73,40,0,0,0,2,0,0,1,0.5652,0.2609,0.1739,0,2,0,161,6,0
2018-08-13,402,365,37,36,19,73,44,7,18,0,137,0.0432,0.1111,0.8457,0.4714,0.109,0.4196,3,162,0,161,309,113
2018-08-14,402,365,37,35,18,76,44,19,100,0,207,0.0583,0.3067,0.635,0.3072,0.2669,0.4258,19,326,0,161,399,36
2018-08-15,402,365,37,36,23,71,43,23,25,0,119,0.1377,0.1497,0.7126,0.4269,0.2235,0.3496,2,167,0,162,202,9
2018-08-16,402,365,37,32,18,70,39,10,56,0,53,0.084,0.4706,0.4454,0.3583,0.3625,0.2792,3,119,0,162,166,18
2018-08-17,402,365,37,40,16,68,39,6,24,0,115,0.0414,0.1655,0.7931,0.3671,0.2077,0.4251,2,145,0,162,173,6
2018-08-18,402,365,37,12,4,64,40,1,0,0,5,0.1667,0,0.8333,0.7,0,0.3,0,6,0,162,10,0
2018-08-19,402,365,37,15,6,65,40,8,1,0,4,0.6154,0.0769,0.3077,0.5758,0.0909,0.3333,7,13,0,162,23,1
2018-08-20,402,365,37,39,19,71,37,30,31,0,303,0.0824,0.0852,0.8324,0.3832,0.1664,0.4504,1,364,0,162,400,5
2018-08-21,402,365,37,41,25,71,42,7,16,0,586,0.0115,0.0263,0.9622,0.1885,0.0769,0.7346,3,609,0,162,657,11
2018-08-22,402,365,37,38,19,73,37,5,18,0,445,0.0107,0.0385,0.9509,0.1415,0.1159,0.7426,0,468,0,162,505,0
2018-08-23,402,365,37,39,25,76,39,7,103,0,462,0.0122,0.1801,0.8077,0.0976,0.2976,0.6047,5,572,0,163,604,0
