Date,"Total membership","Full Members",Guests,"Daily active members","Daily members posting messages","Weekly active members","Weekly members posting messages","Messages in public channels","Messages in private channels","Messages in shared channels","Messages in DMs","Percent of messages, public channels","Percent of messages, private channels","Percent of messages, DMs","Percent of views, public channels","Percent of views, private channels","Percent of views, DMs","Files uploaded","Messages posted by members",Name,"Public channels, single-workspace","Messages posted","Messages posted by apps"
2017-01-01,107,83,24,6,3,20,4,1,1,0,1,0.3333,0.3333,0.3333,0.7778,0.1111,0.1111,0,3,0,91,6,0
2017-01-02,107,83,24,14,4,24,6,46,1,0,13,0.7667,0.0167,0.2167,0.7857,0,0.2143,1,60,0,91,62,0
2017-01-03,107,83,24,23,10,31,13,23,0,0,42,0.3538,0,0.6462,0.6154,0.009,0.3756,1,65,0,91,117,46
2017-01-04,107,83,24,16,9,32,18,33,0,0,9,0.7857,0,0.2143,0.872,0,0.128,4,42,0,91,90,40
2017-01-05,107,83,24,21,12,34,21,61,0,0,45,0.5755,0,0.4245,0.7102,0.0032,0.2866,5,106,0,91,115,0
2017-01-06,107,83,24,18,8,34,22,11,14,0,6,0.3548,0.4516,0.1935,0.6746,0.1587,0.1667,4,31,0,91,42,4
2017-01-07,107,83,24,8,1,36,22,2,0,0,0,1,0,0,1,0,0,0,2,0,91,3,0
2017-01-08,107,83,24,10,4,37,22,7,0,0,1,0.875,0,0.125,0.9394,0,0.0606,1,8,0,91,10,0
2017-01-09,107,83,24,20,12,35,22,84,10,0,29,0.6829,0.0813,0.2358,0.7411,0.0939,0.165,0,123,0,91,132,0
2017-01-10,107,83,24,25,17,37,23,52,6,0,31,0.5843,0.0674,0.3483,0.7036,0.0536,0.2429,3,89,0,91,101,0
2017-01-11,107,83,24,20,8,39,22,22,1,0,18,0.5366,0.0244,0.439,0.6829,0.0366,0.2805,10,41,0,91,55,0
2017-01-12,107,83,24,24,14,40,24,45,1,0,21,0.6716,0.0149,0.3134,0.7795,0.0256,0.1949,0,67,0,91,71,0
2017-01-13,107,83,24,15,7,41,23,5,12,0,15,0.1563,0.375,0.4688,0.4351,0.2214,0.3435,1,32,0,91,37,0
2017-01-14,107,83,24,10,2,40,23,1,0,0,21,0.0455,0,0.9545,0.2639,0.0278,0.7083,2,22,0,91,25,0
2017-01-15,107,83,24,3,0,40,23,0,0,0,0,0,0,0,0.8,0,0.2,0,0,0,91,1,0
2017-01-16,107,83,24,5,2,38,23,1,0,0,2,0.3333,0,0.6667,0.5455,0,0.4545,0,3,0,91,6,0
2017-01-17,107,83,24,24,11,35,20,23,0,0,35,0.3966,0,0.6034,0.5714,0.0119,0.4167,2,58,0,91,63,0
2017-01-18,107,83,24,22,13,34,21,52,0,0,31,0.6265,0,0.3735,0.8299,0,0.1701,3,83,0,93,110,0
2017-01-19,107,83,24,22,12,35,20,33,0,0,10,0.7674,0,0.2326,0.9076,0,0.0924,3,43,0,93,49,0
2017-01-20,107,83,24,22,8,34,20,13,0,0,11,0.5417,0,0.4583,0.771,0,0.229,2,24,0,93,30,1
2017-01-21,108,84,24,12,1,33,20,1,0,0,0,1,0,0,0.9608,0,0.0392,0,1,0,93,6,0
2017-01-22,108,84,24,12,3,36,21,3,0,0,6,0.3333,0,0.6667,0.75,0,0.25,1,9,0,93,12,0
2017-01-23,108,84,24,26,16,41,28,23,0,0,32,0.4182,0,0.5818,0.6425,0,0.3575,1,55,0,93,59,0
2017-01-24,108,84,24,28,21,42,31,51,0,0,119,0.3,0,0.7,0.4739,0.002,0.5241,6,170,0,93,181,0
2017-01-25,108,84,24,28,13,43,30,38,3,0,34,0.5067,0.04,0.4533,0.6655,0.0102,0.3242,2,75,0,93,107,25
2017-01-26,109,85,24,36,22,46,32,85,1,0,35,0.7025,0.0083,0.2893,0.7995,0.0125,0.188,4,121,0,93,137,4
2017-01-27,109,85,24,36,19,47,33,59,22,0,87,0.3512,0.131,0.5179,0.6034,0.0865,0.3102,5,168,0,93,175,0
2017-01-28,109,85,24,13,7,47,33,7,0,0,11,0.3889,0,0.6111,0.5932,0,0.4068,1,18,0,93,20,0
2017-01-29,109,85,24,15,9,47,34,11,0,0,23,0.3235,0,0.6765,0.4894,0.0106,0.5,0,34,0,93,35,0
2017-01-30,109,85,24,25,13,47,33,106,27,0,46,0.5922,0.1508,0.257,0.6767,0.1419,0.1814,14,179,0,94,203,1
2017-01-31,109,85,24,32,19,46,33,43,2,0,214,0.166,0.0077,0.8263,0.3233,0.0067,0.67,8,259,0,94,273,0
2017-02-01,109,85,24,30,20,44,35,59,5,0,197,0.2261,0.0192,0.7548,0.4548,0.0123,0.5329,13,261,0,95,309,21
2017-02-02,111,87,24,34,21,48,38,70,3,0,109,0.3846,0.0165,0.5989,0.594,0.0223,0.3836,11,182,0,97,220,0
2017-02-03,121,97,24,45,28,59,45,118,2,0,66,0.6344,0.0108,0.3548,0.7745,0.0094,0.2161,13,186,0,98,275,0
2017-02-04,122,98,24,23,11,60,45,10,8,0,63,0.1235,0.0988,0.7778,0.3302,0.1274,0.5425,0,81,0,98,87,2
2017-02-05,122,98,24,22,11,60,46,15,0,0,39,0.2778,0,0.7222,0.634,0.0131,0.3529,7,54,0,98,63,0
2017-02-06,124,100,24,39,26,62,48,46,0,0,66,0.4107,0,0.5893,0.7149,0.0126,0.2725,11,112,0,98,141,0
2017-02-07,124,100,24,45,22,63,49,55,7,0,46,0.5093,0.0648,0.4259,0.6956,0.0402,0.2643,5,108,0,97,282,66
2017-02-08,126,102,24,42,33,63,52,118,2,0,267,0.3049,0.0052,0.6899,0.5112,0.0102,0.4786,10,387,0,100,430,1
2017-02-09,126,102,24,39,28,63,56,80,9,0,109,0.404,0.0455,0.5505,0.6154,0.0321,0.3526,9,198,0,100,223,1
2017-02-10,126,102,24,43,25,62,52,44,1,0,40,0.5176,0.0118,0.4706,0.7621,0.0243,0.2136,3,85,0,100,105,0
2017-02-11,126,102,24,16,7,62,52,3,1,0,8,0.25,0.0833,0.6667,0.566,0.0755,0.3585,1,12,0,100,14,0
2017-02-12,126,102,24,19,5,63,52,5,0,0,9,0.3571,0,0.6429,0.7241,0.0172,0.2586,0,14,0,100,15,0
2017-02-13,126,102,24,37,18,60,50,46,11,0,51,0.4259,0.1019,0.4722,0.663,0.0548,0.2822,1,108,0,100,117,0
2017-02-14,127,103,24,45,26,62,52,75,3,0,51,0.5814,0.0233,0.3953,0.7389,0.0243,0.2367,10,129,0,101,164,1
2017-02-15,128,104,24,42,22,63,47,96,1,0,79,0.5455,0.0057,0.4489,0.7479,0.0165,0.2355,8,176,0,101,201,1
2017-02-16,130,106,24,44,19,66,46,50,3,0,277,0.1515,0.0091,0.8394,0.3922,0.0113,0.5965,9,330,0,102,353,0
2017-02-17,130,106,24,45,30,66,48,69,2,0,169,0.2875,0.0083,0.7042,0.569,0.0156,0.4154,26,240,0,103,274,0
2017-02-18,130,106,24,27,12,66,50,24,0,0,26,0.48,0,0.52,0.7312,0.0108,0.2581,6,50,0,103,62,0
2017-02-19,130,106,24,19,8,67,50,20,3,0,5,0.7143,0.1071,0.1786,0.7909,0.1182,0.0909,0,28,0,103,35,0
2017-02-20,130,106,24,30,16,68,51,93,3,0,7,0.9029,0.0291,0.068,0.9121,0.0212,0.0667,3,103,0,103,115,0
2017-02-21,130,106,24,38,15,66,48,165,0,0,74,0.6904,0,0.3096,0.8153,0,0.1847,8,239,0,103,305,40
2017-02-22,130,106,24,37,27,63,49,77,0,0,51,0.6016,0,0.3984,0.7812,0.0024,0.2165,13,128,0,103,159,5
2017-02-23,130,106,24,51,31,63,50,116,2,0,145,0.4411,0.0076,0.5513,0.6675,0.0148,0.3177,3,263,0,105,277,0
2017-02-24,130,106,24,54,32,67,48,261,0,0,126,0.6744,0,0.3256,0.8222,0.0034,0.1744,10,387,0,105,411,0
2017-02-25,130,106,24,28,9,67,48,25,0,0,17,0.5952,0,0.4048,0.7041,0.0153,0.2806,0,42,0,104,52,0
2017-02-26,130,106,24,22,8,66,48,10,0,0,10,0.5,0,0.5,0.85,0,0.15,2,20,0,104,23,0
2017-02-27,130,106,24,41,29,66,48,176,3,0,72,0.7012,0.012,0.2869,0.837,0.0141,0.1489,6,251,0,105,267,0
2017-02-28,130,106,24,49,27,68,51,208,1,0,177,0.5389,0.0026,0.4585,0.7183,0.0068,0.275,3,386,0,105,500,94
2017-03-01,130,106,24,39,27,68,50,71,2,0,95,0.4226,0.0119,0.5655,0.6627,0.0086,0.3288,4,168,0,105,185,2
2017-03-02,132,108,24,53,29,70,49,153,60,0,403,0.2484,0.0974,0.6542,0.4834,0.0794,0.4373,8,616,0,105,650,13
2017-03-03,135,111,24,51,34,70,53,147,0,0,153,0.49,0,0.51,0.7075,0.003,0.2895,5,300,0,105,318,0
2017-03-04,135,111,24,25,6,69,53,1,2,0,6,0.1111,0.2222,0.6667,0.7568,0.027,0.2162,0,9,0,105,14,0
2017-03-05,135,111,24,26,5,70,53,26,0,0,1,0.963,0,0.037,0.9441,0,0.0559,3,27,0,105,41,0
2017-03-06,135,111,24,46,27,71,53,81,9,0,128,0.3716,0.0413,0.5872,0.6456,0.0337,0.3208,6,218,0,105,231,0
2017-03-07,135,111,24,50,32,72,53,52,5,0,125,0.2857,0.0275,0.6868,0.6204,0.0324,0.3472,14,182,0,105,205,2
2017-03-08,135,111,24,47,29,72,57,168,6,0,238,0.4078,0.0146,0.5777,0.6106,0.018,0.3714,9,412,0,105,427,0
2017-03-09,136,112,24,51,31,72,61,184,5,0,81,0.6815,0.0185,0.3,0.8308,0.0176,0.1516,15,270,0,105,293,0
2017-03-10,136,112,24,46,24,71,56,34,1,0,62,0.3505,0.0103,0.6392,0.6841,0.0274,0.2886,8,97,0,105,107,0
2017-03-11,136,112,24,23,8,70,56,7,0,0,10,0.4118,0,0.5882,0.7604,0.0104,0.2292,2,17,0,105,21,2
2017-03-12,136,112,24,19,9,69,56,12,0,0,12,0.5,0,0.5,0.7176,0,0.2824,3,24,0,105,32,0
2017-03-13,136,112,24,29,15,68,54,84,5,0,73,0.5185,0.0309,0.4506,0.6777,0.0261,0.2962,2,162,0,105,169,2
2017-03-14,136,112,24,31,12,65,48,16,0,0,62,0.2051,0,0.7949,0.5548,0.0035,0.4417,7,78,0,105,91,0
2017-03-15,136,112,24,38,25,67,45,138,8,0,300,0.3094,0.0179,0.6726,0.4159,0.0285,0.5556,9,446,0,105,462,0
2017-03-16,136,112,24,38,25,60,40,27,6,0,168,0.1343,0.0299,0.8358,0.3394,0.041,0.6196,6,201,0,105,214,1
2017-03-17,136,112,24,38,25,57,40,84,6,0,128,0.3853,0.0275,0.5872,0.5191,0.0492,0.4317,8,218,0,105,229,0
2017-03-18,136,112,24,25,7,57,39,2,8,0,4,0.1429,0.5714,0.2857,0.6882,0.2151,0.0968,0,14,0,105,16,1
2017-03-19,136,112,24,27,12,56,40,33,4,0,43,0.4125,0.05,0.5375,0.5458,0.0667,0.3875,0,80,0,106,90,0
2017-03-20,137,113,24,45,23,62,46,62,0,0,140,0.3069,0,0.6931,0.5059,0.0051,0.489,17,202,0,107,250,0
2017-03-21,137,113,24,49,26,66,50,106,6,0,110,0.4775,0.027,0.4955,0.7084,0.0306,0.261,1,222,0,107,237,0
2017-03-22,137,113,24,54,36,67,53,314,1,0,121,0.7202,0.0023,0.2775,0.7942,0.0062,0.1995,5,436,0,107,458,0
2017-03-23,137,113,24,41,22,68,52,85,0,0,44,0.6589,0,0.3411,0.8025,0.0021,0.1954,12,129,0,107,150,0
2017-03-24,137,113,24,48,33,69,55,70,0,0,97,0.4192,0,0.5808,0.6793,0.0033,0.3174,14,167,0,107,193,1
2017-03-25,137,113,24,33,16,70,54,39,0,0,17,0.6964,0,0.3036,0.8105,0,0.1895,1,56,0,107,67,1
2017-03-26,137,113,24,17,4,70,54,13,0,0,129,0.0915,0,0.9085,0.1934,0,0.8066,1,142,0,107,144,0
2017-03-27,137,113,24,41,28,70,54,71,1,0,284,0.1994,0.0028,0.7978,0.3811,0.0062,0.6127,6,356,0,107,369,0
2017-03-28,137,113,24,50,31,70,59,85,12,0,261,0.2374,0.0335,0.7291,0.5272,0.0257,0.4471,4,358,0,107,373,0
2017-03-29,139,115,24,55,33,72,58,109,1,0,150,0.4192,0.0038,0.5769,0.6788,0.0081,0.3131,8,260,0,109,303,0
2017-03-30,139,115,24,50,30,74,56,66,0,0,99,0.4,0,0.6,0.6597,0.0065,0.3339,4,165,0,109,174,0
2017-03-31,140,116,24,52,32,76,58,77,1,0,80,0.4873,0.0063,0.5063,0.7458,0.0061,0.2481,11,158,0,109,174,0
2017-04-01,141,117,24,33,12,76,57,13,5,0,25,0.3023,0.1163,0.5814,0.6341,0.0732,0.2927,3,43,0,109,50,0
2017-04-02,141,117,24,31,12,76,58,25,3,0,27,0.4545,0.0545,0.4909,0.7488,0.0465,0.2047,2,55,0,109,60,0
2017-04-03,141,117,24,42,28,75,58,63,9,0,194,0.2368,0.0338,0.7293,0.5114,0.0413,0.4473,4,266,0,109,278,5
2017-04-04,142,118,24,44,27,76,59,62,20,0,141,0.278,0.0897,0.6323,0.6021,0.0646,0.3333,1,223,0,109,244,0
2017-04-05,142,118,24,51,32,73,56,67,25,0,94,0.3602,0.1344,0.5054,0.6176,0.116,0.2665,0,186,0,110,199,0
2017-04-06,142,118,24,55,33,75,60,68,13,0,169,0.272,0.052,0.676,0.537,0.0339,0.4291,7,250,0,110,284,13
2017-04-07,142,118,24,49,29,75,56,142,2,0,307,0.3149,0.0044,0.6807,0.5131,0.0088,0.4781,5,451,0,113,489,0
2017-04-08,142,118,24,32,9,75,56,5,0,0,23,0.1786,0,0.8214,0.75,0,0.25,0,28,0,113,37,0
2017-04-09,142,118,24,23,11,75,55,25,2,0,27,0.463,0.037,0.5,0.6026,0.0596,0.3377,1,54,0,113,57,0
2017-04-10,142,119,23,52,32,78,57,202,11,0,233,0.4529,0.0247,0.5224,0.6962,0.0209,0.2829,9,446,0,113,477,0
2017-04-11,142,119,23,52,34,77,58,74,17,0,247,0.2189,0.0503,0.7308,0.4782,0.0447,0.4771,2,338,0,113,348,0
2017-04-12,142,119,23,58,38,79,59,104,3,0,90,0.5279,0.0152,0.4569,0.7736,0.0171,0.2093,13,197,0,113,324,0
2017-04-13,144,121,23,53,31,76,59,110,3,0,197,0.3548,0.0097,0.6355,0.6341,0.0072,0.3587,6,310,0,113,331,0
2017-04-14,144,121,23,48,28,74,59,90,5,0,133,0.3947,0.0219,0.5833,0.6533,0.0401,0.3066,9,228,0,114,255,2
2017-04-15,144,121,23,36,18,76,60,28,9,0,45,0.3415,0.1098,0.5488,0.4699,0.1325,0.3976,6,82,0,114,90,0
2017-04-16,144,121,23,17,5,76,60,3,0,0,12,0.2,0,0.8,0.4815,0.037,0.4815,0,15,0,114,16,0
2017-04-17,145,122,23,46,28,78,63,142,4,0,171,0.4479,0.0126,0.5394,0.6435,0.0076,0.3489,5,317,0,114,332,0
2017-04-18,146,123,23,58,37,79,63,84,12,0,216,0.2692,0.0385,0.6923,0.624,0.0268,0.3492,8,312,0,114,328,0
2017-04-19,148,125,23,56,35,79,62,216,1,0,164,0.5669,0.0026,0.4304,0.7751,0.0049,0.22,20,381,0,114,427,0
2017-04-20,148,125,23,61,39,82,65,92,9,0,258,0.2563,0.0251,0.7187,0.657,0.0104,0.3326,10,359,0,114,375,0
2017-04-21,148,125,23,56,32,82,66,47,8,0,214,0.1747,0.0297,0.7955,0.5206,0.0224,0.457,16,269,0,114,289,0
2017-04-22,148,125,23,24,8,82,64,1,3,0,14,0.0556,0.1667,0.7778,0.5269,0.1075,0.3656,0,18,0,114,20,0
2017-04-23,148,125,23,22,9,81,64,2,4,0,19,0.08,0.16,0.76,0.5051,0.1313,0.3636,0,25,0,114,28,0
2017-04-24,148,125,23,43,22,80,64,98,0,0,273,0.2642,0,0.7358,0.4416,0.008,0.5503,8,371,0,114,388,0
2017-04-25,148,125,23,53,30,76,60,113,4,0,445,0.2011,0.0071,0.7918,0.4722,0.0063,0.5216,8,562,0,114,580,1
2017-04-26,148,125,23,62,36,75,61,141,2,0,467,0.2311,0.0033,0.7656,0.4653,0.0108,0.5239,2,610,0,114,620,0
2017-04-27,148,125,23,62,33,76,61,224,0,0,152,0.5957,0,0.4043,0.7656,0.0007,0.2337,31,376,0,114,421,5
2017-04-28,148,125,23,42,21,75,58,39,0,0,206,0.1592,0,0.8408,0.4104,0,0.5896,5,245,0,114,260,3
2017-04-29,148,125,23,20,9,75,59,2,0,0,39,0.0488,0,0.9512,0.3258,0,0.6742,3,41,0,114,45,0
2017-04-30,148,125,23,24,9,75,58,39,0,0,120,0.2453,0,0.7547,0.344,0,0.656,4,159,0,114,165,0
2017-05-01,148,125,23,35,24,75,58,69,0,0,149,0.3165,0,0.6835,0.5189,0.0094,0.4717,4,218,0,114,226,0
2017-05-02,148,125,23,44,30,76,58,56,0,0,239,0.1898,0,0.8102,0.424,0,0.576,2,295,0,114,304,0
2017-05-03,148,125,23,47,29,74,52,75,1,0,351,0.1756,0.0023,0.822,0.4045,0.0038,0.5917,3,427,0,114,447,0
2017-05-04,148,125,23,44,28,71,50,91,5,0,164,0.35,0.0192,0.6308,0.6037,0.0136,0.3827,4,260,0,114,270,0
2017-05-05,148,125,23,43,26,71,53,63,4,0,216,0.2226,0.0141,0.7633,0.412,0.0159,0.5721,16,283,0,114,305,0
2017-05-06,148,125,23,24,8,72,52,19,0,0,102,0.157,0,0.843,0.2237,0.0099,0.7664,0,121,0,114,124,0
2017-05-07,148,125,23,11,4,71,52,6,0,0,12,0.3333,0,0.6667,0.55,0.0333,0.4167,0,18,0,114,19,0
2017-05-08,148,125,23,42,20,72,54,82,0,0,177,0.3166,0,0.6834,0.5379,0.0015,0.4606,8,259,0,114,277,1
2017-05-09,148,125,23,44,25,70,51,113,0,0,207,0.3531,0,0.6469,0.6002,0,0.3998,3,320,0,114,335,0
2017-05-10,148,125,23,45,25,68,50,75,14,0,400,0.1534,0.0286,0.818,0.3313,0.0201,0.6485,13,489,0,114,513,0
2017-05-11,149,126,23,47,24,67,48,44,1,0,203,0.1774,0.004,0.8185,0.4467,0.0027,0.5507,4,248,0,114,263,0
2017-05-12,149,126,23,41,20,65,44,25,4,0,100,0.1938,0.031,0.7752,0.4897,0.0253,0.4851,14,129,0,114,147,0
2017-05-13,149,126,23,18,6,65,44,0,1,0,10,0,0.0909,0.9091,0.4603,0.0794,0.4603,1,11,0,114,13,0
2017-05-14,149,126,23,23,4,64,42,1,0,0,42,0.0233,0,0.9767,0.2174,0.0217,0.7609,0,43,0,114,45,0
2017-05-15,150,127,23,41,21,66,44,44,2,0,202,0.1774,0.0081,0.8145,0.4084,0.0118,0.5798,2,248,0,114,264,0
2017-05-16,150,127,23,42,20,67,47,42,20,0,109,0.2456,0.117,0.6374,0.5477,0.0919,0.3605,5,171,0,114,181,0
2017-05-17,150,127,23,37,24,65,44,58,205,0,184,0.1298,0.4586,0.4116,0.2658,0.4638,0.2703,10,447,0,114,463,0
2017-05-18,150,127,23,39,14,61,40,38,1,0,225,0.1439,0.0038,0.8523,0.4114,0.0062,0.5824,0,264,0,114,273,2
2017-05-19,152,129,23,34,16,60,38,50,0,0,238,0.1736,0,0.8264,0.3592,0,0.6408,5,288,0,115,306,0
2017-05-20,152,129,23,18,3,60,38,1,0,0,5,0.1667,0,0.8333,0.775,0,0.225,0,6,0,115,7,0
2017-05-21,152,129,23,18,4,58,38,5,13,0,5,0.2174,0.5652,0.2174,0.6212,0.2121,0.1667,2,23,0,115,26,0
2017-05-22,152,129,23,32,18,60,36,142,15,0,271,0.3318,0.035,0.6332,0.462,0.0271,0.5108,10,428,0,115,441,0
2017-05-23,152,129,23,45,13,58,33,19,0,0,194,0.0892,0,0.9108,0.3586,0,0.6414,1,213,0,116,233,0
2017-05-24,152,129,23,38,17,58,30,50,29,0,134,0.2347,0.1362,0.6291,0.462,0.1076,0.4304,8,213,0,116,228,0
2017-05-25,152,129,23,43,14,59,30,16,1,0,355,0.043,0.0027,0.9543,0.2326,0.0037,0.7637,6,372,0,116,379,0
2017-05-26,152,129,23,32,16,61,31,29,5,0,77,0.2613,0.045,0.6937,0.541,0.0328,0.4262,3,111,0,116,118,1
2017-05-27,152,129,23,16,6,59,31,1,0,0,15,0.0625,0,0.9375,0.6164,0,0.3836,0,16,0,116,17,0
2017-05-28,152,129,23,9,4,61,31,1,0,0,7,0.125,0,0.875,0.6061,0,0.3939,0,8,0,116,9,0
2017-05-29,152,129,23,13,4,62,28,2,0,0,2,0.5,0,0.5,0.7241,0.0345,0.2414,1,4,0,116,7,0
2017-05-30,153,130,23,35,21,62,34,151,12,0,127,0.5207,0.0414,0.4379,0.6454,0.0246,0.33,6,290,0,116,329,18
2017-05-31,153,130,23,34,18,61,35,54,3,0,255,0.1731,0.0096,0.8173,0.388,0.0157,0.5963,2,312,0,116,388,65
2017-06-01,153,130,23,36,16,55,36,20,14,0,140,0.1149,0.0805,0.8046,0.3406,0.0453,0.6142,2,174,0,116,223,39
2017-06-02,153,130,23,28,13,52,34,161,16,0,133,0.5194,0.0516,0.429,0.6103,0.036,0.3537,7,310,0,121,364,0
2017-06-03,153,130,23,16,6,52,34,6,0,0,5,0.5455,0,0.4545,0.72,0,0.28,1,11,0,121,15,0
2017-06-04,153,130,23,15,5,52,34,8,0,0,4,0.6667,0,0.3333,0.8615,0,0.1385,2,12,0,122,37,17
2017-06-05,153,130,23,25,14,53,33,247,0,0,79,0.7577,0,0.2423,0.8441,0,0.1559,0,326,0,122,345,16
2017-06-06,153,130,23,30,17,52,31,57,0,0,87,0.3958,0,0.6042,0.6127,0,0.3873,2,144,0,122,153,0
2017-06-07,160,132,28,34,19,56,36,64,2,0,98,0.3902,0.0122,0.5976,0.6396,0.0125,0.3479,11,164,0,122,202,1
2017-06-08,164,133,31,35,22,58,35,124,3,0,136,0.4715,0.0114,0.5171,0.706,0.004,0.2901,30,263,0,125,403,40
2017-06-09,164,133,31,40,16,60,36,132,6,0,68,0.6408,0.0291,0.3301,0.7703,0.0203,0.2095,2,206,0,125,274,46
2017-06-10,164,133,31,16,5,63,35,9,0,0,2,0.8182,0,0.1818,0.8947,0,0.1053,0,11,0,125,12,0
2017-06-11,164,133,31,17,3,62,33,7,0,0,25,0.2188,0,0.7813,0.4891,0,0.5109,2,32,0,126,41,0
2017-06-12,165,135,30,38,19,63,37,63,0,0,86,0.4228,0,0.5772,0.7673,0,0.2327,10,149,0,126,264,37
2017-06-13,166,135,31,43,25,64,41,70,0,0,142,0.3302,0,0.6698,0.6361,0,0.3639,21,212,0,126,259,8
2017-06-14,170,139,31,56,33,69,46,104,0,0,706,0.1284,0,0.8716,0.4266,0.0005,0.573,1,810,0,126,930,61
2017-06-15,157,151,6,44,20,68,49,59,0,0,189,0.2379,0,0.7621,0.5135,0.0014,0.4851,13,248,0,126,294,15
2017-06-16,157,151,6,38,18,67,48,28,0,0,63,0.3077,0,0.6923,0.6929,0,0.3071,15,91,0,126,112,0
2017-06-17,157,151,6,29,2,67,48,18,2,0,0,0.9,0.1,0,0.9432,0.0227,0.0341,0,20,0,126,21,0
2017-06-18,157,151,6,16,2,67,48,3,0,0,3,0.5,0,0.5,0.8125,0,0.1875,0,6,0,126,7,0
2017-06-19,157,151,6,45,17,71,44,66,0,0,264,0.2,0,0.8,0.4398,0,0.5602,8,330,0,126,349,0
2017-06-20,157,151,6,40,22,71,43,77,0,0,192,0.2862,0,0.7138,0.5669,0,0.4331,13,269,0,126,298,0
2017-06-21,158,152,6,45,21,71,41,45,3,0,118,0.2711,0.0181,0.7108,0.6866,0.0063,0.3071,11,166,0,126,396,201
2017-06-22,158,152,6,41,25,70,42,76,1,0,268,0.2203,0.0029,0.7768,0.5382,0.003,0.4588,30,345,0,126,495,109
2017-06-23,158,152,6,33,17,66,38,25,3,0,70,0.2551,0.0306,0.7143,0.6506,0.0114,0.3381,4,98,0,126,110,0
2017-06-24,159,153,6,21,8,66,39,11,0,0,13,0.4583,0,0.5417,0.6957,0,0.3043,4,24,0,126,41,0
2017-06-25,159,153,6,14,7,65,40,1,0,0,73,0.0135,0,0.9865,0.2278,0,0.7722,1,74,0,126,76,0
2017-06-26,162,156,6,40,26,64,43,49,0,0,304,0.1388,0,0.8612,0.3267,0,0.6733,3,353,0,126,379,0
2017-06-27,163,157,6,50,30,64,46,188,0,0,352,0.3481,0,0.6519,0.5618,0.0007,0.4375,13,540,0,126,685,121
2017-06-28,164,158,6,47,26,67,49,117,0,0,218,0.3493,0,0.6507,0.6023,0,0.3977,3,335,0,127,421,46
2017-06-29,164,158,6,51,32,65,47,48,0,0,285,0.1441,0,0.8559,0.5,0,0.5,8,333,0,128,444,80
2017-06-30,165,159,6,42,23,67,46,52,0,0,73,0.416,0,0.584,0.696,0,0.304,6,125,0,128,193,49
2017-07-01,165,159,6,19,7,67,46,1,0,0,13,0.0714,0,0.9286,0.5897,0,0.4103,0,14,0,128,19,0
2017-07-02,165,159,6,11,5,67,46,2,0,0,3,0.4,0,0.6,0.6818,0,0.3182,0,5,0,128,6,0
2017-07-03,166,160,6,44,22,68,49,80,0,0,138,0.367,0,0.633,0.5572,0,0.4428,12,218,0,128,289,45
2017-07-04,166,160,6,23,8,67,47,10,1,0,14,0.4,0.04,0.56,0.675,0.0125,0.3125,1,25,0,128,30,0
2017-07-05,166,160,6,46,22,64,46,97,7,0,148,0.3849,0.0278,0.5873,0.6784,0.0157,0.3059,24,252,0,128,377,82
2017-07-06,166,160,6,46,30,66,49,134,3,0,113,0.536,0.012,0.452,0.7468,0.007,0.2462,18,250,0,128,295,0
2017-07-07,166,160,6,40,29,64,47,64,3,0,281,0.1839,0.0086,0.8075,0.4301,0.0083,0.5616,18,348,0,128,376,3
2017-07-08,166,160,6,21,7,64,46,3,0,0,8,0.2727,0,0.7273,0.6866,0,0.3134,1,11,0,128,15,0
2017-07-09,166,160,6,14,8,64,45,2,0,0,30,0.0625,0,0.9375,0.3651,0,0.6349,3,32,0,128,36,0
2017-07-10,166,160,6,35,21,60,45,66,0,0,64,0.5077,0,0.4923,0.7019,0,0.2981,7,130,0,128,256,114
2017-07-11,166,160,6,44,23,60,46,48,6,0,208,0.1832,0.0229,0.7939,0.4573,0,0.5427,13,262,0,128,328,40
2017-07-12,166,160,6,49,31,61,48,99,11,0,89,0.4975,0.0553,0.4472,0.6791,0.0248,0.2961,5,199,0,128,304,83
2017-07-13,167,161,6,51,31,62,51,87,1,0,70,0.5506,0.0063,0.443,0.7785,0.0017,0.2198,6,158,0,128,271,77
2017-07-14,169,163,6,48,26,68,53,74,11,0,358,0.167,0.0248,0.8081,0.399,0.01,0.591,18,443,0,128,480,2
2017-07-15,169,163,6,22,9,69,53,14,1,0,34,0.2857,0.0204,0.6939,0.45,0,0.55,2,49,0,129,58,2
2017-07-16,169,163,6,21,9,70,53,32,0,0,46,0.4103,0,0.5897,0.6224,0,0.3776,7,78,0,129,87,0
2017-07-17,170,164,6,40,26,73,56,47,17,0,86,0.3133,0.1133,0.5733,0.6396,0.0382,0.3222,10,150,0,129,220,41
2017-07-18,170,164,6,48,29,73,58,98,0,0,249,0.2824,0,0.7176,0.5039,0,0.4961,15,347,0,129,440,48
2017-07-19,170,164,6,51,22,75,55,94,0,0,104,0.4747,0,0.5253,0.7126,0,0.2874,23,198,0,129,276,38
2017-07-20,171,165,6,45,27,74,52,70,2,0,264,0.2083,0.006,0.7857,0.4422,0.0051,0.5527,21,336,0,131,379,7
2017-07-21,171,165,6,48,26,69,52,56,0,0,34,0.6222,0,0.3778,0.8326,0,0.1674,22,90,0,131,133,4
2017-07-22,171,165,6,19,6,69,51,4,0,0,3,0.5714,0,0.4286,0.6923,0,0.3077,1,7,0,131,9,0
